rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
83,Missouri St.,MVC,17-16,108.01055274288915,81,98.47071766481797,92,0.7433400744455814,83,17,16,8,10,8-10,0.607759284889762,0.5124027683118222,0.6802554677863202,0.607759284889762,0.5124027683118222,0.6802554677863202,0.7792440277739041,0.8144676462578923,105.11434094485152,99.5602468597044,105.11434094485152,99.5602468597044,108.14905895975397,98.4820387814505,113.22608672718032,106.25916741814926,0.6748740136004733,6,-0.07726972424337775,1220.0,1203.0,1171.6625,1.041255480993887,1.0267461833079066,0,0.4444444444444444,-5.824103401209018,143,314,65.20396157282597
84,Virginia,ACC,17-16,111.12999996338533,49,101.50016540154544,148,0.7393056865742027,84,17,16,5,11,5-11,0.6444193589850498,0.41590429051930844,0.8314285083796518,0.6444193589850498,0.41590429051930844,0.8314285083796518,0.7192944781096705,0.846861413646037,106.42590119075747,99.27877477454608,106.42590119075747,99.27877477454608,110.8168090167074,99.45658706652881,114.33848854011822,107.06901167261276,0.6803609313190462,13,-0.02386888072498372,1183.0,1243.0,1151.4375,1.0274113879389892,1.0795201650111275,0,0.3125,-3.3876163506259958,97,219,68.32127697592577
85,Providence,BE,15-16,109.62414893582934,61,100.14705040968127,119,0.7388129364189481,85,15,16,6,12,6-12,0.702676681672763,0.5599727901772975,0.7862633853903744,0.702676681672763,0.5599727901772975,0.7862633853903744,0.6814912207301931,0.8030049438216675,108.54274140988922,98.72155854572813,108.54274140988922,98.72155854572813,109.5688359708215,100.48799260005568,113.43295644656816,102.47705205227514,0.7627996750683782,13,0.007961759309974614,1265.0,1335.0,1233.225,1.0257657767236312,1.0825275193091286,0,0.3333333333333333,-3.0336409560718782,93,151,65.95889999576823
86,George Mason,CAA,23-11,108.81482280058896,70,99.44645745016625,105,0.7379467770443138,86,23,11,12,6,12-6,0.5006867133661786,0.5719418706250251,0.43363197387985103,0.5006867133661786,0.5719418706250251,0.43363197387985103,0.8577449704997829,0.8058680319544042,102.06288341089152,101.58971246515603,102.06288341089152,101.58971246515603,112.04746666706919,99.81693979178259,117.83743314597577,113.61201703231964,0.6034693964876283,4,-0.022025394249411745,1315.0,1123.0,1162.2500000000002,1.131426113142611,0.9662292966229294,0,0.6666666666666666,-3.46841532889065,99,216,62.02927408209585
87,Miami OH,MAC,17-16,106.96656804036505,100,97.98656546432395,81,0.7327046548147043,87,17,16,9,7,9-7,0.6364692446991845,0.7546471668303361,0.5286193042730436,0.6364692446991845,0.7546471668303361,0.5286193042730436,0.744921032775322,0.6227406723864697,105.54895433821426,98.83297478930773,105.54895433821426,98.83297478930773,104.99951184584825,97.54230863893807,114.55337409228612,102.22145747885823,0.7874866151297591,8,-0.02996504719061932,1014.0,942.0,973.725,1.0413617807902642,0.9674189324501271,0,0.5625,-4.1897562000465935,113,232,58.047441641570735
88,Texas Tech,B12,16-15,106.02200515580552,117,97.24185043059617,70,0.7299015481084966,88,16,15,7,9,7-9,0.6842544763829694,0.4979166391450252,0.840291059407337,0.6842544763829694,0.4979166391450252,0.840291059407337,0.6814045356255688,0.8109846851884724,108.21531502853729,97.68997684962264,108.21531502853729,97.68997684962264,105.04518426126815,97.17667468317174,114.8095927592449,108.06296726618238,0.6674004364522937,14,0.03410847142075851,1098.0,1207.0,1125.9375000000002,0.9751873438800998,1.0719955592561752,0,0.4375,-2.2424433378031785,80,96,68.3046996637649
89,Charlotte,A10,20-14,103.26402236440497,159,94.72088769451489,42,0.729695185919684,89,20,14,9,7,9-7,0.6465990781115689,0.5856749629965671,0.6585959926161085,0.6465990781115689,0.5856749629965671,0.6585959926161085,0.7652895990591568,0.7919241058285884,106.46114483907056,99.9596758156146,106.46114483907056,99.9596758156146,105.89659578167958,96.13810911109827,107.86501219261629,97.82421454693696,0.7546645378712288,8,0.036069847615245454,1145.0,1104.0,1101.3749999999998,1.0396095789354218,1.0023833844058565,0,0.5625,-2.5319685333208533,86,92,67.15538461984062
90,Georgia,SEC,17-17,103.88608684464734,148,95.55280234823317,52,0.7234387928950581,90,17,17,4,12,4-12,0.6602726759506075,0.4215983176614338,0.7947326173007855,0.6602726759506075,0.4215983176614338,0.7947326173007855,0.7158358932590558,0.8307863232415402,107.89226653618165,99.67393955643698,107.89226653618165,99.67393955643698,101.55369537847827,94.5388934528694,100.46628551581503,91.46929115850212,0.7462890548640518,11,-0.004970360941125684,1032.0,1100.0,1069.4999999999998,0.9649368863955121,1.0285179990649838,0,0.25,-3.836185243613285,107,171,64.92750280788192
91,New Mexico St.,WAC,21-14,107.57502750239999,88,99.32751003276229,102,0.7144933898330722,91,21,14,12,4,12-4,0.4701799264487572,0.5404820775545445,0.4010261514051823,0.4701799264487572,0.5404820775545445,0.4010261514051823,0.8150091848965488,0.7155835333851465,103.31612458352288,103.83112357214799,103.31612458352288,103.83112357214799,107.2623690775911,100.38010680506757,138.03371698083816,124.31779937013498,0.7691562669474639,6,-0.0641744897808868,1308.0,1158.0,1173.1125000000002,1.1149825783972123,0.987117603810376,0,0.75,-5.387245455368734,136,296,69.68190801998475
92,San Diego St.,MWC,20-13,103.62546521932447,150,95.78690925649214,57,0.7118849330807397,92,20,13,9,7,9-7,0.5689963905198225,0.4506194961034082,0.6345736074653932,0.5689963905198225,0.4506194961034082,0.6345736074653932,0.7824877181517733,0.8403667488288978,103.6842455563754,99.56157854042623,103.6842455563754,99.56157854042623,105.46333260393527,94.30905705086415,105.36424691076978,98.89116769355773,0.6746164163925709,10,0.02046188204775401,1053.0,996.0,1031.85,1.020497165285652,0.9652565779909872,0,0.5625,-2.8422542101444677,89,126,64.42342129047414
93,Western Michigan,MAC,20-12,106.11147988658354,114,98.40887436934241,90,0.7040442784919906,93,20,12,12,4,12-4,0.5122332584860353,0.5654656788271409,0.45525574628149745,0.5122332584860353,0.5654656788271409,0.45525574628149745,0.8414091794641698,0.7971824624251792,102.6575236682585,101.96703681358156,102.6575236682585,101.96703681358156,105.22809248014438,94.61026422089115,134.7043177668486,117.98210378322888,0.8211731040009509,3,-0.01574311875027945,1135.0,995.0,1074.1999999999998,1.0566002606590954,0.9262707130888105,0,0.75,-4.551849271654711,122,198,64.30519808397166
94,Siena,MAAC,23-11,107.64385698590179,87,99.95983514554442,115,0.7009208168636554,94,23,11,13,5,13-5,0.47914339994602256,0.5739930203524916,0.39724249104017356,0.47914339994602256,0.5739930203524916,0.39724249104017356,0.8486661538256699,0.7505974264848237,103.58873084391922,103.89726231715032,103.58873084391922,103.89726231715032,106.20147417613612,100.94228069176357,123.75013546375233,115.77218704897446,0.6827333137377745,4,0.003288094084458959,1365.0,1239.0,1242.6499999999999,1.0984589385587253,0.9970627288456123,0,0.7222222222222222,-3.664923616177779,103,159,67.44785898077315
95,South Carolina,SEC,14-18,108.67007686066454,71,100.92798251709064,140,0.7005580061095352,95,14,18,5,11,5-11,0.6666051241655584,0.49943418273435686,0.7953019761154194,0.6666051241655584,0.49943418273435686,0.7953019761154194,0.7299136588727569,0.835695844489342,107.57752847649064,100.14647048890902,107.57752847649064,100.14647048890902,107.21819705241782,101.5691032653674,118.72898569080526,109.618243382906,0.7146662234006484,11,-0.057986032959465805,1059.0,1154.0,1048.2375,1.0102672342861232,1.1008955508651428,0,0.3125,-6.341963466914529,149,286,65.38529128068176
96,UCF,CUSA,16-15,108.48110467986129,75,100.80156108740472,136,0.6993816140281679,96,16,15,9,7,9-7,0.5625401215145822,0.5458644166694305,0.5693375172343202,0.5625401215145822,0.5458644166694305,0.5693375172343202,0.8040699986165187,0.8139320309977538,103.64008615295248,100.88659649514756,103.64008615295248,100.88659649514756,110.9546498317269,101.79524545942341,122.7944963893145,115.42702160235115,0.6707430580620359,6,-0.07862332112525672,1204.0,1133.0,1097.1750000000002,1.0973636840066532,1.0326520381889852,0,0.5625,-6.495088732264055,155,317,65.0570011912272
97,Boston College,ACC,14-17,108.39256366973845,76,100.86310017915866,139,0.6959205150107679,97,14,17,4,12,4-12,0.6849342735168988,0.47487173045260644,0.8327159718100747,0.6849342735168988,0.47487173045260644,0.8327159718100747,0.6916117121600005,0.8614824851417234,107.94189287895226,98.46754364121227,107.94189287895226,98.46754364121227,112.32558258106496,101.50324354207828,113.97977835294405,109.75078724943793,0.6070196338604787,11,-0.021352769306101138,1164.0,1238.0,1117.8374999999999,1.0412962528095542,1.1074954991221893,0,0.25,-4.724126476211885,127,214,64.39744127057968
98,Cal St. Fullerton,BW,23-9,109.91705890585425,59,102.6190727147929,172,0.6878476519883816,98,24,9,12,4,12-4,0.417035509469254,0.44273224953518947,0.3633714211085479,0.4043980697883675,0.4086759226478672,0.3633714211085479,0.8797014710966481,0.8710764490487664,100.86746556880911,104.32178517192996,97.81087570308762,101.16051895459874,109.79815701577895,103.24904706846652,92.16885719268305,93.15279998584435,0.469508670134956,3,0.006038664105361358,1312.0,1145.0,1164.1875,1.1269662318140334,0.983518548343802,0,0.75,-3.1261628527286196,94,153,72.48503264609226
99,LSU,SEC,13-18,104.63112492764671,135,97.68579840594762,79,0.687804729382616,99,13,18,6,10,6-10,0.6410481769807782,0.4726138208304565,0.784708874291749,0.6410481769807782,0.4726138208304565,0.784708874291749,0.7403539579186268,0.8207182364348691,106.41810187666152,99.03547515613177,106.41810187666152,99.03547515613177,104.61746372995358,97.41448224625174,106.36445486144748,102.11612734634924,0.6150876148333682,9,-0.07893614253060466,1069.0,1130.0,1067.8625,1.0010652120474313,1.0581886712942912,0,0.375,-7.046135210490709,163,319,66.0903923649112
100,Southern Miss,CUSA,18-14,107.53543995206006,90,100.42021145019118,125,0.6872416578297325,100,19,14,9,7,9-7,0.5099870712972135,0.35782015178257837,0.6140326276670954,0.4945329176215404,0.33226156951239416,0.6140326276670954,0.7824161792990393,0.8624254755891111,104.48763152736787,100.66564249807435,101.0047104764556,97.31012108147186,109.18435440535518,101.06715339347825,98.17455875919019,100.12825160134312,0.4435899546381071,8,-0.032042743754261416,1138.0,1117.0,1068.875,1.0646707987369899,1.0450239738042335,0,0.5625,-4.622947864724436,123,239,63.64436775556858
101,N.C. State,ACC,15-16,107.27373921194632,95,100.459593161844,126,0.6802074515447192,101,15,16,4,12,4-12,0.6921776856706162,0.49439921303210627,0.8548944796027456,0.6921776856706162,0.49439921303210627,0.8548944796027456,0.677329102665502,0.8245780770446993,108.03023494029192,98.47233448579942,108.03023494029192,98.47233448579942,109.85627495050497,103.18724664176817,113.06516659643937,104.02628829001598,0.7227588962248894,14,0.05205585463696755,1094.0,1239.0,1089.2749999999999,1.0043377475844026,1.137453811021092,0,0.25,0,53,54,62.92024470276668
102,Ohio,MAC,20-13,107.32144490885165,93,100.53727577750708,128,0.6793854813956935,102,20,13,9,7,9-7,0.564554912503924,0.5729327871954697,0.5366157584864052,0.564554912503924,0.5729327871954697,0.5366157584864052,0.8103342166998071,0.7803916095877295,103.79661133975901,100.3624082997801,103.79661133975901,100.3624082997801,103.42923782260141,96.83214091662283,116.35304750755735,109.05945213489656,0.6779710270187828,5,0.02177488095045621,1026.0,973.0,1007.9750000000001,1.0178823879560503,0.9653017187926286,0,0.5625,-3.8748005293293635,109,122,63.66686310278084
103,UTEP,CUSA,19-14,105.02153662261568,129,98.45642117033375,91,0.6775076137671946,103,19,14,8,8,8-8,0.5606897541481219,0.47792880288592676,0.6087095737596157,0.5606897541481219,0.47792880288592676,0.6087095737596157,0.7805408045473186,0.8041215641808331,103.35789563771203,100.56623129403442,103.35789563771203,100.56623129403442,104.23206141109193,99.79093766423509,105.91019848139449,98.00130950822538,0.7094105906805425,7,0.01413340571692312,1214.0,1225.0,1193.2625000000003,1.0173788248604139,1.0265972491383915,0,0.5,-3.539379848286403,100,139,71.54689783653785
104,DePaul,BE,11-19,111.74258195979759,46,105.09580508584253,216,0.6693492084082038,104,11,19,6,12,6-12,0.695856467533649,0.5495113603487461,0.7934198723235842,0.695856467533649,0.5495113603487461,0.7934198723235842,0.678479894782475,0.7634704347304656,108.1347403279647,98.19934127487251,108.1347403279647,98.19934127487251,112.28914020290004,103.60607077868877,123.86385972521373,114.83700688731449,0.7047865948494407,11,-0.05762468398101844,1260.0,1349.0,1205.8124999999998,1.0449385787591357,1.118747732338154,0,0.3333333333333333,-6.5000018227500425,156,285,66.17154533828271
105,Cincinnati,BE,13-19,103.64619192815654,149,97.54058269972768,75,0.6677924736497224,105,13,19,8,10,8-10,0.6983231867505921,0.548644486994386,0.7809473884008854,0.6983231867505921,0.548644486994386,0.7809473884008854,0.6690657807775572,0.7591603657713005,108.42302919569833,98.21923488224118,108.42302919569833,98.21923488224118,104.5177257354614,95.2546085048128,113.62560676259909,103.49822381629009,0.7452763910469018,14,-0.015461359218079285,1149.0,1216.0,1176.0749999999998,0.9769785090236593,1.0339476649023236,0,0.4444444444444444,-4.964347322751604,130,197,63.828639862988865
106,Cleveland St.,Horz,21-13,101.23560100958983,186,95.31310537369137,49,0.6666909376253282,106,21,13,12,6,12-6,0.5503192202663864,0.505644212486231,0.5432433096241065,0.5503192202663864,0.505644212486231,0.5432433096241065,0.8138232102557906,0.8320934371258351,104.64335270572279,100.72405946524997,104.64335270572279,100.72405946524997,100.48562278335662,93.11218648640603,111.44175235764538,107.94791247731628,0.5905675772167436,6,0.040616326467497355,1160.0,1085.0,1164.6875000000002,0.9959753152669706,0.9315803595385026,0,0.6666666666666666,-3.5664999188487037,101,77,65.22825276599177
107,Nevada,WAC,21-12,107.77396319942653,84,101.5768625356454,153,0.663969370854674,107,21,12,12,4,12-4,0.4996684113535976,0.5851944287917936,0.40724893681544666,0.4996684113535976,0.5851944287917936,0.40724893681544666,0.8396816756998259,0.7638869847783866,104.03563288272629,103.09662382205275,104.03563288272629,103.09662382205275,110.50715237929425,102.72181113044657,96.06155569671394,104.39870867890822,0.2774545226058873,3,0.010511677898425886,1269.0,1117.0,1107.8374999999999,1.1454748552924054,1.0082706173062386,0,0.75,-3.7601143604046268,104,147,67.23904588884974
108,South Florida,BE,12-19,106.28512967323553,112,100.21653793016097,121,0.6628699046312857,108,12,19,3,15,3-15,0.6591614217205268,0.5103197996232397,0.7666581487907898,0.6591614217205268,0.5103197996232397,0.7666581487907898,0.7373048754223087,0.8573862185137708,106.16452421077175,98.70995681065168,106.16452421077175,98.70995681065168,105.11260833188307,101.43136726071602,112.62434385648928,108.98589339751685,0.5933070304945322,10,-0.08006533493273049,1144.0,1262.0,1158.3124999999998,0.9876436626558034,1.0895159984891816,0,0.16666666666666666,-7.926163017608963,177,320,63.8913875521872
109,Stephen F. Austin,Slnd,26-6,105.75550018915479,122,99.73177523151361,111,0.6624928727124655,109,26,6,13,3,13-3,0.3177645151863252,0.2689412195976919,0.3343214491980764,0.3177645151863252,0.2689412195976919,0.3343214491980764,0.9090949319601397,0.89818232386731,97.85330734092773,103.42143993133894,97.85330734092773,103.42143993133894,105.1273823557983,96.5179141924499,104.46770987841873,98.9695189120022,0.6506187987433808,2,0.04773356023713393,1060.0,900.0,989.4749999999999,1.0712751711766342,0.9095732585461989,0,0.8125,-1.321916799463093,71,62,58.2167800410307
110,UNC Greensboro,SC,19-12,107.27309055181351,96,101.20927610068244,143,0.6613139910428596,110,19,12,12,8,12-8,0.49387116577489104,0.572399686290654,0.43532314725426347,0.49387116577489104,0.572399686290654,0.43532314725426347,0.824133067494886,0.7629261376538324,102.8247555511149,102.69049742387102,102.8247555511149,102.69049742387102,108.36776506505704,101.97492565311506,106.955414256707,104.59450396583506,0.5638229617376185,5,0.0012032507363433087,1468.0,1339.0,1334.1625,1.1003157411484734,1.0036258701619931,0,0.6,-4.434947909772193,119,163,64.65190251181325
111,Winthrop,BSth,22-12,97.1264120265264,249,91.66210953867542,14,0.6605842495593466,111,22,12,11,4,11-4,0.4549034852603808,0.6015260183195296,0.2702267573773627,0.4549034852603808,0.6015260183195296,0.2702267573773627,0.8401745344019695,0.7537620556324232,104.4389066193318,104.79906126304078,104.4389066193318,104.79906126304078,94.07158568098572,88.96882128513008,97.10600173877867,95.55122832391987,0.5462716130844791,6,0.00137200249664704,993.0,828.0,971.5124999999999,1.0221175744007411,0.8522793067510712,0,0.7333333333333333,-4.176896812037184,112,162,61.81204581042992
112,San Diego,WCC,22-14,100.76008220834336,191,95.1749798396558,48,0.6583139325476722,112,22,14,11,3,11-3,0.5324061669845197,0.5406137607501055,0.44657344996216486,0.5324061669845197,0.5406137607501055,0.44657344996216486,0.7918304020022354,0.8019920529766198,103.46605639969779,101.25208036904351,103.46605639969779,101.25208036904351,98.64028274520953,92.62153904660858,102.13921685284518,89.294423154976,0.8242735260714799,10,0.044753937748422956,918.0,837.0,924.1375,0.9933586722755001,0.905709377662956,0,0.7857142857142857,-3.838054633099626,108,67,63.56711858573256
113,Seton Hall,BE,17-15,109.50570395786616,64,103.46404037240268,188,0.6576082880605122,113,17,15,7,11,7-11,0.6335633580727705,0.4250668537967291,0.7678073881296036,0.6335633580727705,0.4250668537967291,0.7678073881296036,0.7300573263761092,0.8867600966983106,106.12096192152042,99.21449015653715,106.12096192152042,99.21449015653715,110.2501591623125,101.83840687508686,114.18785652675741,107.54587754630171,0.6657812553112508,11,0.0445873029885947,1294.0,1374.0,1262.6999999999998,1.0247881523719016,1.088144452363982,0,0.3888888888888889,-3.6443217140141306,102,68,69.56887021429512
114,Colorado,B12,12-20,104.21353007988459,142,98.65306897162756,97,0.6526198764819543,114,12,20,3,13,3-13,0.6649508312696304,0.44357978432114903,0.8370225647535533,0.6649508312696304,0.44357978432114903,0.8370225647535533,0.6805035131978505,0.832383555489351,107.16414980791342,97.3078441537927,107.16414980791342,97.3078441537927,106.57815067824944,100.09637390445128,112.83654388093633,107.77896503174479,0.628868119221654,14,-0.05822483254955735,956.0,1080.0,982.9875000000001,0.9725454291127811,1.0986914889558614,0,0.1875,-6.979951553743802,161,288,61.01337976440616
115,Iowa St.,B12,14-18,100.52852565851961,195,95.16769575725597,47,0.6525373412111899,115,14,18,4,12,4-12,0.6524695771100205,0.43088591834994505,0.8439930903205068,0.6524695771100205,0.43088591834994505,0.8439930903205068,0.6883135800843041,0.8436298751837074,107.09537261102244,98.23661983403753,107.09537261102244,98.23661983403753,100.20388285787054,92.2511231097681,100.5803483184069,96.50158244490662,0.6168196947967423,13,-0.007814376865171335,1008.0,1117.0,1095.1374999999998,0.9204323657988154,1.0199632466242825,0,0.25,-5.186231493002989,133,177,64.16472102368014
116,Illinois Chicago,Horz,18-15,103.888226082191,147,98.40028915698298,89,0.6511563687503015,116,18,15,10,9,10-9,0.5430807168527618,0.5431686058907628,0.531004741296747,0.5430807168527618,0.5431686058907628,0.531004741296747,0.8197175716806833,0.8121759558397684,103.0333193612974,100.46338970320082,103.0333193612974,100.46338970320082,103.41978850475257,99.04766740251584,94.6305696236775,100.04172249844295,0.34536462218937214,4,-0.0243437282793616,1287.0,1239.0,1257.5125,1.0234490710827924,0.9852784763570939,0,0.5263157894736842,-6.487487002747697,154,221,65.81548003499405
117,Wright St.,Horz,21-10,102.94156613724377,167,97.55668209289615,77,0.6497342678578585,117,21,10,13,6,13-6,0.5304110736678072,0.5258599029856608,0.528644236675245,0.5304110736678072,0.5258599029856608,0.528644236675245,0.8444791462465662,0.8470825704448408,103.42481077029751,102.12927329806446,103.42481077029751,102.12927329806446,102.66142602048713,97.54371510636527,113.90623436313389,102.11244990366588,0.7785025009610516,3,0.08082018464876206,1135.0,1096.0,1116.075,1.0169567457384137,0.9820128575588558,0,0.6842105263157895,-2.898128584721136,92,15,59.55176831833394
118,Old Dominion,CAA,18-16,106.33764241846393,111,100.84188050612786,138,0.6479987979978864,118,18,16,11,7,11-7,0.5283146884646568,0.5921358983499276,0.4740722921373062,0.5283146884646568,0.5921358983499276,0.4740722921373062,0.8009751126287422,0.6938803797734797,102.28600809970784,100.475966099113,102.28600809970784,100.475966099113,106.78617833954586,101.50195321700602,121.61610741214331,113.2781843071909,0.6935486658606035,7,-0.04596618179479994,1243.0,1171.0,1172.1250000000002,1.0604671003519248,0.9990402047563185,0,0.6111111111111112,-6.4579373509904965,151,261,62.85504400428417
119,Portland St.,BSky,23-10,107.56627676263025,89,102.66961712705876,173,0.6308339112444395,119,23,10,14,2,14-2,0.3969460676283286,0.4665231263799677,0.31313374047855497,0.3969460676283286,0.4665231263799677,0.31313374047855497,0.8476840910976593,0.7766379104432758,102.30545471553793,104.55462991297549,102.30545471553793,104.55462991297549,109.11119488166956,101.42864389326314,105.8012953371146,104.78994116597016,0.5275862654696913,4,0.023534634484383088,1285.0,1084.0,1119.9875000000002,1.1473342336410002,0.9678679449547426,0,0.875,-3.3088479555870727,96,116,66.39556960027124
120,Utah St.,WAC,24-11,113.12623408098867,37,108.02791943827359,272,0.6295572645857624,120,24,11,12,4,12-4,0.43185626934301685,0.42709203584773037,0.4114686765318628,0.43185626934301685,0.42709203584773037,0.4114686765318628,0.8852120664585313,0.8922944966277544,101.00064945771278,103.56425756418976,101.00064945771278,103.56425756418976,114.74657868084222,109.71939733849908,99.979855927393,91.48732873424052,0.735135182261597,1,0.01987589971060688,1238.0,1131.0,1052.575,1.176163218773009,1.07450775479182,0,0.75,-4.539245950197326,121,127,63.140446906704355
121,Northern Iowa,MVC,18-14,105.2631097157491,128,100.59792129415116,131,0.6274543702842342,121,18,14,9,9,9-9,0.5987702336005433,0.4236528360883835,0.6929406475312853,0.5987702336005433,0.4236528360883835,0.6929406475312853,0.7985895062319219,0.9044706314546308,104.33686396543084,99.25105733799914,104.33686396543084,99.25105733799914,105.85676647606311,100.17549730859179,101.7070229278868,100.16470786612217,0.5438185837698536,4,0.0533878516504287,1110.0,1138.0,1092.25,1.0162508583199816,1.0418860151064318,0,0.5,-4.799257417702575,129,50,59.34634390865153
122,Michigan,B10,10-22,102.79805060833377,170,98.54460308816702,94,0.619153517787954,122,10,22,5,13,5-13,0.7049557354773057,0.59869466216751,0.7679910012353455,0.7049557354773057,0.59869466216751,0.7679910012353455,0.6612223190235411,0.7159307158172719,107.55962277263674,96.89957846468893,107.55962277263674,96.89957846468893,103.97855897433303,98.28846965707584,112.81416804417809,108.13409611780259,0.6194591521783362,16,-0.07037441659391136,1110.0,1207.0,1160.5125,0.9564739716289139,1.0400577331136027,0,0.2777777777777778,-8.24535975609833,181,311,64.59413407010067
123,Penn St.,B10,15-16,107.15746600119495,97,102.75055125870162,176,0.6184429481966304,123,15,16,7,11,7-11,0.6647516351624828,0.45115447680590054,0.7971999336542289,0.6647516351624828,0.45115447680590054,0.7971999336542289,0.7135269439923214,0.8698595160619939,105.6682871716694,97.79879296937943,105.6682871716694,97.79879296937943,106.58870560185129,105.10930714070757,119.44159001931743,116.69515717606036,0.5664834489501566,14,0.05822382190633918,1100.0,1254.0,1124.4499999999998,0.9782560362844058,1.1152118813642227,0,0.3888888888888889,-4.2561650919564,116,43,63.78138531000094
124,Valparaiso,Horz,21-14,106.63279496618134,107,102.4129830662998,165,0.6140438540299029,124,22,14,10,9,10-9,0.5473795459530116,0.4849756617697453,0.544703430651056,0.532174558565428,0.44766984163361107,0.544703430651056,0.8051862526942695,0.7915233405588022,103.6560459818881,100.33678483202257,100.69444466811987,97.47001955110765,105.82222644093218,103.16643483367262,105.81215075121412,100.25994682642089,0.6501820204494875,7,0.05950410159372088,1284.0,1276.0,1237.375,1.037680573795333,1.0312152742701284,0,0.5263157894736842,-4.630158667984279,124,42,65.69665198554017
125,North Texas,SB,20-11,105.30425888624912,127,101.57547968787048,152,0.6021890502282822,125,20,11,10,8,10-8,0.38964455916012813,0.3619677550913352,0.39308915235845165,0.38964455916012813,0.3619677550913352,0.39308915235845165,0.8884752162385271,0.8570053748245164,102.1810068728176,104.6700310827594,102.1810068728176,104.6700310827594,103.61429337079676,102.48349106944822,106.84254638532178,103.38520273645901,0.5934594795490532,2,-0.031925866125172675,1312.0,1249.0,1230.6250000000002,1.0661249365159977,1.0149314372778058,0,0.5555555555555556,-5.969434960396708,144,238,68.19410203376383
126,Cornell,Ivy,22-6,108.28355815890684,77,104.47099641746058,202,0.6016162724068389,126,22,6,14,0,14-0,0.3499554640603018,0.4006680100780654,0.2614956553877713,0.3499554640603018,0.4006680100780654,0.2614956553877713,0.8806770340980881,0.8419618633280633,98.85379994226153,104.17522044028321,98.85379994226153,104.17522044028321,110.49040600786395,103.85777459381934,96.54055561664701,97.55226273436251,0.4700637519666687,3,0.08200528267496876,1072.0,894.0,920.75,1.1642682595710019,0.9709475970676079,0,1.0,-1.165364314050675,68,14,68.12997646443623
127,Rider,MAAC,23-11,107.03891392101858,99,103.2722291066529,183,0.6015614461845431,127,23,11,13,5,13-5,0.42903048503450725,0.42324010602241885,0.40807940986863406,0.42903048503450725,0.42324010602241885,0.40807940986863406,0.8833660146134629,0.8719569802473272,100.7032294636085,103.99065821352374,100.7032294636085,103.99065821352374,109.44855567740383,101.94540923021697,162.68173376588868,155.616793473544,0.6249449760583363,1,0.04136026285740613,1460.0,1294.0,1293.25,1.1289387202783685,1.0005799342741155,0,0.7222222222222222,-4.394022238452414,118,74,68.80831650485166
128,Auburn,SEC,14-16,109.33597405923064,67,105.56891833671577,227,0.5994579322369561,128,14,16,4,12,4-12,0.5996500976981355,0.349026574687394,0.7898986999713856,0.5996500976981355,0.349026574687394,0.7898986999713856,0.7601394028919375,0.8975150237226024,105.15694499269837,100.58013589328134,105.15694499269837,100.58013589328134,112.19174372817267,106.11207536222646,119.50238817658855,118.50815845508214,0.524000871673428,9,-0.00564615347685965,1142.0,1234.0,1079.6,1.0577991848832902,1.1430159318266024,0,0.25,-6.2223915172812445,147,173,65.53209418899293
129,North Dakota St.,Sum,16-13,105.729472204487,123,102.17415110666144,159,0.5970905809510048,129,16,13,10,8,10-8,0.4219647467784601,0.4198674113149872,0.4232464517839157,0.4219647467784601,0.4198674113149872,0.4232464517839157,0.8655706967021802,0.8245580895982634,102.51638685375282,104.3361856414507,102.51638685375282,104.3361856414507,104.34951219494812,100.86090606715838,99.41587501815127,106.64060174650042,0.3085826601511265,3,-0.07882294935284706,1344.0,1244.0,1243.3499999999997,1.080950657497889,1.0005227811959627,0,0.5555555555555556,-7.3609944349678145,169,318,67.3366530738796
130,UC Santa Barbara,BW,23-9,100.31518440474298,198,96.95086609444968,68,0.5968354655786838,130,23,9,12,4,12-4,0.4071360961727528,0.4051806242854178,0.3745293545210456,0.4071360961727528,0.4051806242854178,0.3745293545210456,0.8607442581178905,0.8262825337426456,101.85566374183372,104.71835930507248,101.85566374183372,104.71835930507248,104.15302749260623,100.77670370368729,93.69175657802346,97.39968319404277,0.39022974062056215,3,0.06745944857525488,1129.0,1026.0,1045.5874999999999,1.0797757241742085,0.9812665128456491,0,0.75,-2.5246776048039408,85,29,65.44218066865922
131,Marshall,CUSA,16-14,105.87244585763088,119,102.3572213734717,163,0.5958760113833426,131,16,14,8,8,8-8,0.5230350784813574,0.4211242296720394,0.6076697576626982,0.5230350784813574,0.4211242296720394,0.6076697576626982,0.8137353982763508,0.8403440410725491,103.31460013382515,100.05513878956796,103.31460013382515,100.05513878956796,104.56944644248348,101.85002823847137,114.6713850909141,116.04831701025331,0.4657374542449937,6,-0.02020502470684704,1048.0,1076.0,1029.7749999999999,1.017698040834163,1.0448884465053048,0,0.5,-6.332510422606013,148,211,63.017591872502464
