rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,"Fun Rk, adjt"
260,Drexel,CAA,12-20,89.69780752245585,327,98.19308369957969,84,0.26102869623954295,260,12,20,5,13,5-13,0.4601175325648215,0.46947230144540136,0.4594743455366146,0.4601175325648215,0.46947230144540136,0.4594743455366146,0.8849697718238679,0.8924098614276894,101.58025135408838,102.95395331192779,101.58025135408838,102.95395331192779,90.28679024062515,102.1070376197854,118.45422801258002,123.52685648922021,0.38172859679624604,1,0.03551382522784968,1072.0,1212.0,1197.2624999999998,0.8953759096271704,1.0123093306605695,0,0.2777777777777778,-14.386923270979432,286,94,64.77605469215507
261,Columbia,Ivy,14-15,95.71070563964606,268,104.8696376140983,212,0.2590406926434691,261,14,15,7,7,7-7,0.3432075099321801,0.3747588249765485,0.3094025295274996,0.3432075099321801,0.3747588249765485,0.3094025295274996,0.904787187754944,0.8777247245070274,99.13993151283906,105.35283042101352,99.13993151283906,105.35283042101352,94.76751642445655,103.38173971542747,99.71939720694567,102.8329476360189,0.4125159349452422,2,0.023311355494299912,876.0,883.0,885.5875,0.9891738535153217,0.9970782107922707,0,0.5,-10.950624843152912,224,118,62.16848203385262
262,San Jose St.,WAC,13-19,97.20605131954684,245,106.65897649752108,248,0.2559279526985872,262,13,19,4,12,4-12,0.4584204507282365,0.4719540863571577,0.4571908848359117,0.4584204507282365,0.4719540863571577,0.4571908848359117,0.8650045956328216,0.8412066928769845,102.41790873420561,104.45378143074294,102.41790873420561,104.45378143074294,96.6268362448682,107.90306289902432,70.54417605098443,98.27798982444416,0.021605793829791133,1,0.060932082356162154,1082.0,1193.0,1100.725,0.98298848486225,1.0838311113129984,0,0.25,-12.624844543785098,263,37,66.89836198586978
263,VMI,BSth,14-15,103.19542484363728,160,113.42288675849409,331,0.2522336423405933,263,14,15,6,9,6-9,0.2947967357710542,0.24322324670869075,0.34293199222926013,0.2947967357710542,0.24322324670869075,0.34293199222926013,0.921925064338708,0.9186110104675157,98.70793066600291,105.67208778647966,98.70793066600291,105.67208778647966,101.97791859828305,114.02132482280545,85.2503176821251,105.01361503186574,0.08334604248231359,1,-0.03458685892485197,1286.0,1341.0,1209.6125,1.0631503890708802,1.1086194959129474,0,0.4,-11.608544366091216,234,245,78.05720682842434
264,Louisiana Monroe,SB,10-21,100.31051472049059,199,110.27716790175887,307,0.25174005681472555,264,10,21,4,14,4-14,0.464471378724388,0.46917143479558815,0.4561708626984929,0.464471378724388,0.46917143479558815,0.4561708626984929,0.8210003548829756,0.7257528805750688,102.90725898542483,101.38500842727937,102.90725898542483,101.38500842727937,96.731001304895,110.00974851092899,103.88500371119939,105.13069947339115,0.4657841950521098,5,-0.033364460738773916,1135.0,1287.0,1169.5375000000001,0.9704690956895353,1.1004350010153585,0,0.2222222222222222,-13.533666310160585,273,242,66.15731417442723
265,Army,Pat,14-16,88.89203962364027,329,97.78589618371674,80,0.2503748204265397,265,14,16,6,8,6-8,0.3642023053142747,0.31320418722233584,0.3982829925955301,0.3642023053142747,0.31320418722233584,0.3982829925955301,0.9144472615958991,0.9171861426980831,99.37077409766763,105.20631127192888,99.37077409766763,105.20631127192888,87.8995935144068,95.24379043599492,80.57665440087504,107.00553612138818,0.03689012700109035,1,0.05536674860775398,784.0,824.0,884.875,0.8860008475773414,0.9312049724537365,0,0.42857142857142855,-11.984705883252984,248,46,63.277759339736775
266,Arkansas St.,SB,10-20,103.0277052878589,164,113.35637796545652,330,0.2499844657008946,266,10,20,5,13,5-13,0.41927883826153084,0.36832184371154536,0.43614275183021,0.41927883826153084,0.36832184371154536,0.43614275183021,0.8624638554295011,0.8420851640309959,102.26690619988615,103.71711962007001,102.26690619988615,103.71711962007001,105.66120870188948,114.20124763903438,105.69775725336537,104.6461699984837,0.5287149887933372,3,-0.05205050637092273,1283.0,1365.0,1205.2875000000004,1.0644763178909593,1.1325098783485266,0,0.2777777777777778,-14.229697998229529,283,274,64.92728642023147
267,Texas A&M Corpus Chris,Slnd,9-20,95.87406548063062,266,105.49899368731172,225,0.2497103149494267,267,9,20,6,10,6-10,0.45664384923183654,0.5447707170516384,0.38504076912824753,0.45664384923183654,0.5447707170516384,0.38504076912824753,0.8698887809139492,0.8143933920686005,100.92883889523632,102.88122735047494,100.92883889523632,102.88122735047494,95.16772779714485,104.19086260155112,109.01877067242732,119.40521031862264,0.25989165322322955,3,-0.03093856662867661,1017.0,1066.0,1066.5,0.9535864978902954,0.9995311767463666,0,0.375,-14.373104865817346,285,236,64.1044511576184
268,Northern Illinois,MAC,6-22,95.47720784276666,273,105.07820713499257,214,0.24938416040991504,268,6,22,3,12,3-12,0.5457467584931102,0.5916383027639066,0.5169114877531443,0.5457467584931102,0.5916383027639066,0.5169114877531443,0.8280788446904043,0.7887732568047156,103.23212064954127,101.00479720020164,103.23212064954127,101.00479720020164,96.01943929185572,104.25735245480882,101.08392678070116,113.19774483598398,0.21389101910296712,3,-0.040211118298372955,980.0,1086.0,1034.8625,0.9469857106620445,1.04941477732549,0,0.2,-15.055895566199094,295,251,70.35694957800273
269,Chicago St.,ind,10-17,100.65236877157248,193,110.92917989521827,314,0.2463783925196502,269,11,17,0,0,0-0,0.49197815257900257,0.49197815257900257,0,0.47440750427260964,0.47440750427260964,0,0.8075940670171776,0.8075940670171776,104.03700526165164,102.887219430412,100.03558198235736,98.93001868308846,0,0,81.70612731879531,103.22072499938923,0.0636841244031795,4,0.02822019769742118,0,0,0,0,0,0,0,-9.719889374486124,198,108,71.66017733721844
270,South Dakota St.,Sum,8-21,97.74270121207735,236,107.96170790228345,271,0.2416713877338564,270,8,21,3,15,3-15,0.42035364032727146,0.3523149902970062,0.4619328153457668,0.42035364032727146,0.3523149902970062,0.4619328153457668,0.8895813227519895,0.9093165268943104,102.26520627332728,104.84382700590729,102.26520627332728,104.84382700590729,95.0955898618765,108.47380015497092,124.27068090238804,115.36816725856902,0.7015807699597172,1,-0.08672193203572293,1144.0,1306.0,1190.4750000000001,0.9609609609609608,1.0970410970410969,0,0.16666666666666666,-16.15750282843763,309,326,64.71420322607659
271,Portland,WCC,9-22,96.61316220804213,256,106.98212526068289,254,0.23642361834327133,271,9,22,3,11,3-11,0.46135653306145885,0.4332570031844297,0.5056257946076128,0.46135653306145885,0.4332570031844297,0.5056257946076128,0.8533269935834373,0.8793161817281394,100.94707569129488,101.95120812016411,100.94707569129488,101.95120812016411,94.67293321013715,107.41882664123253,97.88710645604566,114.80547122892968,0.13783617397662762,5,-0.046261110106280146,836.0,972.0,911.7500000000001,0.9169180148066903,1.0660817109953384,0,0.21428571428571427,-15.444323930037196,302,262,63.5823329249139
272,SMU,CUSA,10-20,94.7384334290389,292,104.94828832466658,213,0.23559172488444938,272,10,20,4,12,4-12,0.4955818815960216,0.29582460847219344,0.6465143077483436,0.4955818815960216,0.29582460847219344,0.6465143077483436,0.8193500524210868,0.9162071183532787,102.81077012848354,101.10397450434252,102.81077012848354,101.10397450434252,97.8573965249281,105.17446575175731,89.12715212604776,97.66132629425215,0.2589220899945827,5,-0.006958286478825071,1015.0,1192.0,1096.0874999999999,0.92602096091781,1.0875044191271228,0,0.25,-12.564815305626025,261,176,64.79373966766013
273,Saint Peter's,MAAC,6-24,94.75949490486667,290,105.2516792336275,220,0.2301184760432892,273,6,24,3,15,3-15,0.4261917238247702,0.3988544794706685,0.4485292921964811,0.4261917238247702,0.3988544794706685,0.4485292921964811,0.8928892102388453,0.888346014562808,101.97487555426855,104.9861519095186,101.97487555426855,104.9861519095186,93.54284501586692,105.41616545761842,0,0,0,0,-0.1324096005343095,1173.0,1311.0,1232.2,0.9519558513228372,1.063950657360818,0,0.16666666666666666,-19.038120588965768,330,340,67.2580645990277
274,Stetson,ASun,16-16,92.80123304026714,308,103.3655648970241,185,0.22446428201271051,274,16,16,11,5,11-5,0.3281167363080511,0.4078689791276707,0.24801427273292517,0.3281167363080511,0.4078689791276707,0.24801427273292517,0.8898862138932732,0.8173777313493477,98.65593126522916,105.90392754503394,98.65593126522916,105.90392754503394,92.7010258130554,100.51676639915078,87.5639240224879,106.30305742549362,0.09707662811010684,4,0.0374972959987232,1117.0,1078.0,1151.3374999999999,0.9701759909670276,0.9363023440129415,0,0.6875,-11.054435278572852,228,89,64.63388876489365
275,Delaware St.,MEAC,12-16,99.99636648408381,207,111.40283101141328,321,0.22405027964679455,275,14,16,10,6,10-6,0.3714176870890169,0.6900760629760054,0.18173826568360782,0.3466565079497491,0.5750633858133379,0.18173826568360782,0.8592112834700699,0.6974106542271233,98.45326781119341,104.4421283797309,91.88971662378052,97.47931982108217,100.822032734684,109.01489674034262,97.12322971270613,120.36189393303663,0.07820367413482351,5,0.002791243723194281,996.0,918.0,932.5999999999999,1.067981985846022,0.9843448423761528,0,0.625,-10.351162319802368,213,160,55.7661809926214
276,Cal Poly,BW,12-18,94.0570432875414,296,104.80091721538665,210,0.22376612380790728,276,12,18,7,9,7-9,0.45242388948674345,0.5126150267983575,0.4202497221806805,0.45242388948674345,0.5126150267983575,0.4202497221806805,0.8588613952024676,0.805257802969585,102.13479342350936,103.80746305218348,102.13479342350936,103.80746305218348,94.88983685205078,105.61843340581916,83.72149604667482,107.71987651827563,0.05223068000933488,2,0.06736649742031992,1011.0,1095.0,1047.45,0.9652012029213805,1.0453959616210797,0,0.4375,-11.826070820169782,243,30,65.26920848478375
277,New Hampshire,AE,9-20,96.28689088518962,262,107.3396763421655,260,0.22275883499899035,277,9,20,6,10,6-10,0.35814377821085996,0.38059426062276863,0.345314231782557,0.35814377821085996,0.38059426062276863,0.345314231782557,0.9153216041584701,0.892860074827603,100.19010571677651,105.48396374151443,100.19010571677651,105.48396374151443,97.71347416127792,108.94008801580394,0,0,0,0,-0.09152268992221424,1072.0,1122.0,1066.525,1.0051334942922105,1.0520147207050936,0,0.375,-16.18217972944447,310,331,65.51017297965812
278,Centenary,Sum,10-21,97.70141984878691,238,109.10572498195768,295,0.21932322381776406,278,10,21,4,14,4-14,0.48222621762487833,0.48221439665480176,0.46440711648641997,0.48222621762487833,0.48221439665480176,0.46440711648641997,0.8487488451805238,0.8257207075649234,103.15458366203279,103.01320993663839,103.15458366203279,103.01320993663839,97.77874666391503,110.3586527649639,75.93559635026539,102.71607011072899,0.030062453358527325,2,0.039958727019044904,1261.0,1419.0,1269.6375,0.993196877061366,1.11764184659007,0,0.2222222222222222,-14.15189291263597,282,81,67.73396916988014
279,Eastern Kentucky,OVC,14-16,96.93649713951312,254,108.3863544966323,278,0.21688195877335387,279,14,16,10,10,10-10,0.31923147628506887,0.4320213534766132,0.25608793622618287,0.31923147628506887,0.4320213534766132,0.25608793622618287,0.9080212240464385,0.8146876123717441,100.68169293954925,107.20276218439848,100.68169293954925,107.20276218439848,98.19990652596323,108.1000184075942,83.95321661164847,95.72772305628969,0.18103442880677525,2,0.015055092974836481,1313.0,1299.0,1249.7124999999999,1.0506416475789433,1.039439070986327,0,0.5,-12.055519391485738,249,135,60.177771385048985
280,Coastal Carolina,BSth,13-15,98.178236998064,232,110.52259755580255,311,0.20391423137009276,280,13,15,6,9,6-9,0.3477529357334174,0.3399391221133916,0.3545249075374397,0.3477529357334174,0.3399391221133916,0.3545249075374397,0.9069160360224453,0.8899311186624422,101.2220885351867,106.18375516006435,101.2220885351867,106.18375516006435,96.90265482534923,109.3295248789896,115.78109485564546,108.8297289419681,0.6708523579733018,1,0.04833684160383844,978.0,1040.0,961.6374999999999,1.0170152474295149,1.0814886066735128,0,0.4,-11.025147849350276,225,59,64.04033838243954
281,Penn,Ivy,13-18,95.83477644208051,267,108.23549771708647,276,0.19791717937937175,281,13,18,8,6,8-6,0.4032047567258382,0.4732851921494343,0.31810708514004304,0.4032047567258382,0.4732851921494343,0.31810708514004304,0.867910583706393,0.8151305128755022,100.44681183082318,104.8624022485475,100.44681183082318,104.8624022485475,98.47772439671743,107.3798246062634,109.09849236161746,120.9560974022892,0.23388000814125015,4,0.05779888133439276,983.0,989.0,952.9000000000002,1.0315877846573616,1.0378843530275996,0,0.5714285714285714,-12.205193675583692,252,44,68.55302544276478
282,UTSA,Slnd,13-17,93.65664518411783,301,105.89638749435221,235,0.19584064032487966,282,13,17,7,9,7-9,0.3934479132275631,0.3725884449780648,0.39358092121234795,0.3934479132275631,0.3725884449780648,0.39358092121234795,0.8688994585190687,0.8224292807294347,101.07527647682231,102.3411086299395,101.07527647682231,102.3411086299395,91.59049405095489,105.63765096422955,86.48965457216865,94.88532870043893,0.25627708214354844,3,0.05317984024770489,1000.0,1102.0,1078.8875,0.9268806988680469,1.0214225301525877,0,0.4375,-11.483996067350839,232,51,62.89729023816781
283,Harvard,Ivy,8-22,98.3080321112196,230,111.26532103420112,319,0.19406080063394962,283,8,22,3,11,3-11,0.39525674614064726,0.4622794480701532,0.31865937250692644,0.39525674614064726,0.4622794480701532,0.31865937250692644,0.8921565563300615,0.8573850482594939,99.77119709582674,103.90517047305963,99.77119709582674,103.90517047305963,94.17650088272863,112.6261384140114,88.96911900760996,127.44260292894677,0.015784246987719627,1,-0.0580969617488889,914.0,1021.0,940.6,0.9717201786093982,1.085477354879864,0,0.21428571428571427,-17.22428510665333,318,287,67.35686087672414
284,Mercer,ASun,11-19,96.37125649643494,259,109.19571045592402,297,0.1920509001991612,284,11,19,6,10,6-10,0.31884471893001515,0.39948129724522136,0.2524127806827798,0.31884471893001515,0.39948129724522136,0.2524127806827798,0.9118068483566242,0.8565938760094336,98.68731331706114,106.41601553658138,98.68731331706114,106.41601553658138,94.82170538577088,108.63377374097158,132.52264632918633,92.19671291551755,0.9848208098510453,1,-0.05693974428402765,1207.0,1237.0,1222.3250000000003,0.9874624179330372,1.0120058086024581,0,0.375,-15.068304208525975,296,284,70.7783085671588
285,Idaho,WAC,8-21,95.57986076174016,271,108.34671512852088,277,0.1912661210539427,285,8,21,5,11,5-11,0.44885325938258935,0.3997681246949542,0.4652549828241584,0.44885325938258935,0.3997681246949542,0.4652549828241584,0.842893162969923,0.8115405691376947,102.29487629622493,103.39494567585177,102.29487629622493,103.39494567585177,98.62800742413977,110.42581204909438,96.85090113591127,107.52536509297265,0.2310535342439576,3,-0.03332687255652872,1082.0,1208.0,1087.6,0.9948510481794778,1.1107024641412284,0,0.3125,-14.663690921546744,294,241,64.62337258312243
286,Central Arkansas,Slnd,12-16,91.845032954185,320,104.17821911924645,197,0.1901549028253937,286,14,16,4,12,4-12,0.3390084049436369,0.31238997169423327,0.35897222988068955,0.3164078446140611,0.2677628328807714,0.35897222988068955,0.915037133486916,0.9029621160361943,98.93108701034056,104.4071270322032,91.86458079531623,96.94947510133156,91.39677223365184,104.56361533309519,77.64316803095313,92.1794326738807,0.12200756587729733,2,0.03707268244649142,1049.0,1141.0,1136.1625000000001,0.9232834211655462,1.0042577536223911,0,0.25,-12.164517053623879,251,91,65.58125643274204
287,USC Upstate,ASun,7-23,92.07965590654516,316,104.63123449979761,207,0.18700904214949282,287,8,22,5,11,5-11,0.42756100440083045,0.5564578818480895,0.31477623663447857,0.42756100440083045,0.5564578818480895,0.31477623663447857,0.8712151240269198,0.7947677623727704,101.29444223442114,103.17582675279142,101.29444223442114,103.17582675279142,91.67487876134993,102.66724562263256,82.16281877598902,102.56207795049401,0.07240620778306213,1,-0.08691116126109522,1040.0,1087.0,1101.875,0.9438457175269427,0.9865002836074872,0,0.3125,-17.264582115693337,319,328,64.35488958329373
288,UC Riverside,BW,9-21,93.39852600410862,303,106.26922606185379,239,0.18472578133115916,288,9,21,4,12,4-12,0.4459922368689181,0.47216647311514054,0.42513472830535576,0.4459922368689181,0.47216647311514054,0.42513472830535576,0.8460800153014113,0.7752700640287116,101.43460191617602,103.45493543524013,101.43460191617602,103.45493543524013,92.44158087351154,107.34557267296904,83.31076583343402,101.28385231159716,0.09565041750367644,3,-0.0201723841678641,959.0,1089.0,1028.3375,0.9325732067536192,1.0589908468766334,0,0.25,-14.491377497293136,289,210,62.102469842660796
289,Morehead St.,OVC,14-15,93.91732939276363,297,106.89514324076563,253,0.18414925501812213,289,15,15,12,8,12-8,0.33943243685977464,0.5493748064424403,0.25936672810112127,0.32811802229778214,0.48833316128216914,0.25936672810112127,0.8946878982301402,0.7562023344047337,101.31195090024038,107.4266470191407,97.81843535195623,103.72227988054965,94.83490425091938,104.95815762550244,78.72171030355706,99.62474703213526,0.06249394067355112,3,0.09851032518908465,1322.0,1320.0,1299.7999999999995,1.017079550700108,1.0155408524388372,0,0.6,-10.57855763141375,216,6,62.796367624030154
290,Norfolk St.,MEAC,16-15,95.42224523272122,274,108.8476898062925,286,0.18037112818163056,290,16,15,11,5,11-5,0.24315854308338752,0.34226999903085314,0.17209744893198872,0.24315854308338752,0.34226999903085314,0.17209744893198872,0.9330944820937027,0.8768080249682407,94.59967207900065,106.8486087271463,94.59967207900065,106.8486087271463,93.20648453302628,104.54687022217306,84.2699324572065,114.29799621728448,0.029169875680766254,1,0.04005863060700787,1140.0,1091.0,1151.5000000000002,0.9900130264871905,0.9474598349978287,0,0.6875,-11.90610265370147,245,79,68.87542557187275
291,Furman,SC,7-23,93.46202023197924,302,106.89454221570452,252,0.17590996336774412,291,7,23,6,14,6-14,0.47630440768338816,0.4680291474526469,0.4830102093530793,0.47630440768338816,0.4680291474526469,0.4830102093530793,0.8484962292959518,0.8323027287285484,102.52936577849671,103.28562769994534,102.52936577849671,103.28562769994534,94.37416620413943,105.39472259427576,97.49122031573354,120.35570889004792,0.08144104992561794,3,-0.012985772873394835,1232.0,1392.0,1308.9250000000002,0.9412303989915387,1.063468113146284,0,0.3,-16.559754298089615,313,193,64.60888299325424
292,Idaho St.,BSky,11-19,95.25131050199796,281,108.98465869526245,290,0.17524287641652603,292,12,19,8,8,8-8,0.4557920900755269,0.5617933368932476,0.3690891674116956,0.4410891194279292,0.5185784648245363,0.3690891674116956,0.843784216020358,0.7485474216332381,102.49665378847779,103.1616476536639,99.0800986621952,99.72292606520844,96.58890059481173,106.67589402101908,107.33233301072775,132.3373063645634,0.0825361431183947,4,0.09493428842603552,988.0,1036.0,988.7125,0.9992793658419409,1.0478273512269745,0,0.5,-12.301050923003281,255,7,60.306275289177584
293,Campbell,ASun,10-20,95.28102534231269,279,109.02264235782528,293,0.1751821365865705,293,10,20,5,11,5-11,0.3155161515328572,0.2865588104562012,0.31940399914395773,0.3155161515328572,0.2865588104562012,0.31940399914395773,0.9305008816572512,0.9347168588038468,99.2279586848113,106.85401434800394,99.2279586848113,106.85401434800394,96.17047033942781,108.48849763912142,0,0,0,0,-0.05553060554702627,1143.0,1195.0,1152.575,0.9916925145869032,1.036808884454374,0,0.3125,-16.67729819687115,314,280,68.2050853325476
294,Coppin St.,MEAC,15-21,92.35124553285249,312,105.73657822217992,231,0.17414304693503072,294,16,21,7,9,7-9,0.3581293916723655,0.5578341287795915,0.18917391166662037,0.34845021892446376,0.522969495730867,0.18917391166662037,0.8502056322765574,0.7028764479980714,97.6074237363711,103.85183879510303,94.8961064103608,100.96706549523907,91.38742195667258,105.18592323451765,82.37111387160775,103.50183290121576,0.0674789001321353,8,0.003362246850702799,1000.0,987.0,1042.75,0.9590026372572524,0.9465356029729082,0,0.4375,-12.910475341087007,268,157,62.14829120786457
295,Savannah St.,ind,12-17,86.30157636638262,336,98.90421655146913,99,0.17257363635692494,295,14,17,0,0,0-0,0.40048753030944206,0.40048753030944206,0,0.3746496251281877,0.3746496251281877,0,0.8409314924012151,0.8409314924012151,101.40529422711309,103.94389908786754,94.41182565972598,96.77535432318702,0,0,63.93966360436152,102.81772137807405,0.004224145520043243,5,0.06064147999134556,0,0,0,0,0,0,0,-10.584729826307465,217,38,66.77728084685668
296,Stony Brook,AE,7-23,92.13570338554814,315,105.65403220572898,228,0.17158508146931992,296,7,23,3,13,3-13,0.36159476525583467,0.3781189617035526,0.3517259708279816,0.36159476525583467,0.3781189617035526,0.3517259708279816,0.9063832510069675,0.8732693437135483,99.19436038290483,105.60887074379475,99.19436038290483,105.60887074379475,92.17323748640031,105.74411717567305,96.3637584655635,101.52132773637051,0.3544362915062896,2,-0.10982704444323288,975.0,1064.0,1029.7875,0.9467972761370672,1.0332228736511175,0,0.1875,-18.749492731106955,327,336,62.61297807739571
297,Samford,OVC,14-16,96.23503429696873,263,110.71882159915839,313,0.16626893506119358,297,14,16,10,10,10-10,0.3053347763963464,0.3985788869064081,0.261166442879046,0.3053347763963464,0.3985788869064081,0.261166442879046,0.9140497644210824,0.826829091521428,100.29092725368582,107.4744278130989,100.29092725368582,107.4744278130989,92.63980727686199,107.75296488176949,82.7357007138741,97.60614771829513,0.13001493189888805,2,0.0751700617800991,1119.0,1180.0,1132.1375000000003,0.9883958441443726,1.042276225281823,0,0.5,-12.279415320131813,254,21,55.0323943477783
298,Presbyterian,ind,2-25,94.83717965480696,285,109.11727641663137,296,0.1661711780834262,298,5,25,0,0,0-0,0.5770396344508796,0.5770396344508796,0,0.5193356710057916,0.5193356710057916,0,0.7593002881068738,0.7593002881068738,103.8282972558103,100.0903281291954,93.44546753022927,90.08129531627586,0,0,101.07475885766257,108.71362428190045,0.301987372199899,8,-0.10064645817080836,0,0,0,0,0,0,0,-15.378734197647328,301,334,59.761461991476274
299,Rice,CUSA,3-27,86.62921563708257,335,99.70146233373475,109,0.16572309716377662,299,3,27,0,16,0-16,0.5884385248451438,0.5622320132370099,0.6035561197151433,0.5884385248451438,0.5622320132370099,0.6035561197151433,0.7814895179184002,0.7751925088254077,105.43063168857871,101.01807962678731,105.43063168857871,101.01807962678731,86.81682552869985,101.09917327533607,91.04398442030903,101.68079848403241,0.21913726502428893,7,-0.06699308588147765,882.0,1103.0,1058.725,0.8330775224916763,1.0418191692838084,0,0.0,-17.952058045302888,322,302,65.70199755265668
300,St. Francis NY,NEC,7-22,91.9484252254554,318,105.95844775809537,236,0.1637042748618581,300,7,22,4,14,4-14,0.36182663712725655,0.4112449393044795,0.3316265635745093,0.36182663712725655,0.4112449393044795,0.3316265635745093,0.9211922314090563,0.9021633346221777,99.94106916602519,105.81369452342986,99.94106916602519,105.81369452342986,92.70718081864317,107.49219295298354,0,0,0,0,-0.0645170179334805,1232.0,1349.0,1282.7875,0.9604084854272434,1.051616109449149,0,0.2222222222222222,-18.342861473065916,325,297,68.08110906384792
301,Florida A&M,MEAC,14-17,93.70060900713685,300,108.1852080251299,274,0.16070261833865415,301,15,17,9,7,9-7,0.32467846379931187,0.5243650061677496,0.18932260280870042,0.31453226180558336,0.4869103628700532,0.18932260280870042,0.8516491894731113,0.7011968190227498,97.43360284028014,104.86713622720013,94.29058339381949,101.48432538116143,92.81954276896296,105.5566971529844,83.76883802625599,104.47574047787735,0.07308227700040476,6,0.013444885576188004,1059.0,1038.0,1077.975,0.9823975509636124,0.962916579698045,0,0.5625,-11.035573641624735,226,141,66.53930902584965
302,Radford,BSth,10-20,94.80667508088462,288,109.56994847554552,305,0.159183176033731,302,10,20,5,10,5-10,0.4019972812326093,0.42749686923808594,0.3764976932271327,0.4019972812326093,0.42749686923808594,0.3764976932271327,0.87243515193587,0.8352264978070351,101.62923931012556,104.48124293276341,101.62923931012556,104.48124293276341,94.88321771166608,109.9967834073526,130.04086043285653,169.08300188560744,0.0465650161386289,2,0.023681230768738737,1052.0,1160.0,1073.1625,0.9802802464677997,1.0809173820367373,0,0.3333333333333333,-14.48686385536068,288,115,68.43063506951052
303,Monmouth,NEC,7-24,92.040427319175,317,106.53849355642521,245,0.15680407902586882,303,7,24,4,14,4-14,0.3865863490654364,0.4565431333505549,0.32507350664074064,0.3865863490654364,0.4565431333505549,0.32507350664074064,0.9041907355837853,0.8668816626859958,100.26567876122678,105.00533654836957,100.26567876122678,105.00533654836957,92.46793205231418,108.77964487566427,59.300059536513366,103.66129036386535,0.0016212064163796047,1,-0.055947450316535946,1107.0,1229.0,1163.375,0.9515418502202643,1.0564091543999141,0,0.2222222222222222,-19.415716782615632,333,281,61.00398779573725
304,Canisius,MAAC,6-25,93.77223434413311,298,108.83311241376498,285,0.1527894377836895,304,6,25,2,16,2-16,0.4575546599887253,0.45689611649090944,0.45715161476635846,0.4575546599887253,0.45689611649090944,0.45715161476635846,0.8843888348553802,0.870443341851836,102.27917751527981,103.98572888801024,102.27917751527981,103.98572888801024,90.66011459844344,109.52929255498591,164.8346984683578,190.53980884561375,0.15888376202595045,1,-0.026434788269968368,1095.0,1332.0,1194.6125000000002,0.9166152204166622,1.1150059119588986,0,0.1111111111111111,-19.442026247901563,334,226,64.31320146473846
305,Long Beach St.,BW,6-25,95.26645007082001,280,110.58040981754539,312,0.1526132442811021,305,6,25,3,13,3-13,0.4297497519517602,0.425318470634977,0.4291804269060841,0.4297497519517602,0.425318470634977,0.4291804269060841,0.8750053541845237,0.852160547946767,100.8941220368553,104.34967428812556,100.8941220368553,104.34967428812556,95.8121546115227,110.13337661790737,99.89196647363578,127.39691102425492,0.05748598322755723,3,-0.07771838157298577,1004.0,1147.0,1046.8875,0.9590333249752241,1.0956287089109382,0,0.1875,-19.217883396771214,332,315,63.0938336947701
306,Princeton,Ivy,6-23,92.93936507578627,305,107.8941882524145,268,0.15240742053391118,306,7,22,3,11,3-11,0.37671482351938507,0.4253074137227994,0.32465133401572693,0.37671482351938507,0.4253074137227994,0.32465133401572693,0.8952103244977847,0.8619863379612824,100.84987165134886,104.51156321383715,100.84987165134886,104.51156321383715,93.43715686918121,107.57976730543373,97.52315921425922,100.1601952217536,0.4238883882863398,1,-0.11236300812722919,844.0,910.0,871.3249999999998,0.968639715376008,1.0443864229765014,0,0.21428571428571427,-18.503835872555488,326,337,58.87730346722282
307,Mississippi Valley St.,SWAC,17-16,90.67147676716269,323,105.28531502000499,221,0.15206990196768633,307,17,16,12,6,12-6,0.30602541256368,0.6062246505642709,0.12150594952162035,0.30602541256368,0.6062246505642709,0.12150594952162035,0.8598311147274613,0.6817500321584062,97.32039318455477,105.81392333870001,97.32039318455477,105.81392333870001,92.34567441005987,105.2864229955359,75.66007594137186,104.8441784949828,0.022941858809222813,6,0.04851556512023042,1189.0,1112.0,1197.9875,0.9924978349106314,0.9282233746178488,0,0.6666666666666666,-9.930265234598995,202,58,63.22543078417053
308,Kennesaw St.,ASun,10-20,93.74448737492969,299,108.91518498385662,287,0.15123327413829657,308,10,20,7,9,7-9,0.308232523459323,0.37056034452290626,0.2536956800286875,0.308232523459323,0.37056034452290626,0.2536956800286875,0.9190143476050667,0.8753470646240208,97.22946041871477,105.17973022505602,97.22946041871477,105.17973022505602,93.22069958400915,105.7021678586972,85.06032626691754,104.30241845434965,0.08744494901296461,2,-0.044438594233696505,1104.0,1132.0,1145.4375,0.9638238664265837,0.988268674633055,0,0.4375,-16.348776513726417,311,258,68.77620251849555
309,Fairleigh Dickinson,NEC,8-20,98.4392349163123,228,114.49651121371026,334,0.1496045060220882,309,8,20,4,14,4-14,0.3996538081892948,0.5371645789832893,0.3232589355259645,0.3996538081892948,0.5371645789832893,0.3232589355259645,0.8893513113251331,0.8071652831735566,99.98347714812837,104.32284305475874,99.98347714812837,104.32284305475874,96.09088506041458,114.00405541009441,112.99891250435512,125.29630346702959,0.2336192599862607,1,0.0016863030704674653,1233.0,1378.0,1253.5999999999997,0.9835673261008299,1.0992342054881943,0,0.2222222222222222,-15.306917236178343,300,161,67.25549217431623
